"","X","profile_identifier","latitude","longitude","clay.0.5.cm","silt.0.5.cm","sand.0.5.cm","trans_1","trans_2"
"59",59,"70592",10.55,-74.9,68.38721803,13.76614348,17.8466385,-1.34337076509592,-1.60297372955691
"60",60,"70593",5.25,-73.9,24.92944481,42.58393919,32.48661599,0.264778561492404,0.535427540536699
"61",61,"70594",2,-77.19972222,43.80414275,26.83552844,29.36032881,-0.400083993308727,-0.490001698615077
"62",62,"70595",3.65,-74.19972222,14.13349515,24,61.86650485,1.47643139331274,0.529506307551233
"64",64,"70598",4.65,-74.23,10.58199319,63.78837829,25.62962853,0.884595245772626,1.79641721435784
"65",65,"70599",5.4,-75.44972222,6.396787168,26.8012294,66.80198343,2.34593691284874,1.43265190028007
"66",66,"70600",6.4,-70.5,8.426777766,7.229142383,84.34407985,2.30349015621244,-0.153294054870558
"68",68,"70602",2.4,-76.5,12.76645049,34.6859843,52.54756521,1.41489808894673,0.999515020219151
"69",69,"70603",2.5,-76.59972222,29.81654483,42.21751147,27.9659437,-0.0640759616270691,0.347771663627532
"70",70,"70604",3.9,-76.59972222,18.16884064,43.19209927,38.6390601,0.754555610416015,0.865949517157335
"71",71,"70605",7.5,-73.36,25.48159369,38.07475416,36.44365215,0.357810915573731,0.401595066578947
"72",72,"70784",-1.6,-73.4,22.55453406,19.48512707,57.96033886,0.943822851181475,-0.146284652503594
"74",74,"70819",2.79972222,-70.59972222,12.34028662,7.17014331,80.48957007,1.87525836657063,-0.542943603252396
"77",77,"70888",3.66,-76.9,10.725428,33.00193951,56.27263249,1.65759094476135,1.12394896199198
"79",79,"70938",3.34972222,-73.8,9.065533981,22.40048544,68.53398058,2.02284994086556,0.904602881791302
"81",81,"70940",10.94972222,-72.8,19.93081328,38.62499667,41.44419005,0.732080763868993,0.661632708788302
"82",82,"70941",3.09972222,-70.8,43.47722908,21.73506632,34.78770459,-0.222973323641218,-0.693310415875552
"83",83,"71330",-1.27972222,-70.33972222,11.89345569,29.79771877,58.30882554,1.58976515654745,0.918443532411771
"84",84,"71331",-1.36,-69.94972222,26.19298237,23.81127646,49.99574117,0.646446298784454,-0.0953322571063713
"86",86,"71341",-1.34,-73.30972222,22.55453406,19.48512707,57.96033886,0.943822851181475,-0.146284652503594
"87",87,"71342",-1.11,-74.01,23.71977124,50.56045752,25.71977124,0.0809510751832469,0.756860868947398
"88",88,"71387",3.25972222,-68.06972222,7.535149346,6.899895677,85.56495498,2.42969714269228,-0.0880723599737273
"89",89,"71389",3.84972222,-76.75,37.18615632,30.30621441,32.50762927,-0.134461741525412,-0.204583762556013
"90",90,"71390",3.59972222,-76.69972222,49.90826464,26.67358132,23.41815404,-0.75667507784042,-0.626513001197954
"92",92,"71470",4.19972222,-76.3,26.0283813,36.97264635,36.99897234,0.351702606530361,0.350990820264826
"93",93,"71471",11.19972222,-72.4,5.31500825,13.07548902,81.60950273,2.73141114621078,0.900204846395378
"94",94,"71472",11.32972222,-72.5,24.01154225,10.67139504,65.31706271,1.00071865757078,-0.810967840913067
"95",95,"71473",11.69972222,-72.25,5.06091973,26.01739293,68.92168734,2.61142266234426,1.63721704161012
"96",96,"71474",4.71972222,-74.09972222,55.05445433,39.42995233,5.515593347,-2.30074353938545,-0.333797035244201
"98",98,"71476",10.19972222,-75.4,34.99850584,12.71532186,52.2861723,0.401426573851308,-1.01249765832938
"100",100,"71478",8.39972222,-77.25,26.27179098,24.06548629,49.66272273,0.636758828763966,-0.0877170673335998
"101",101,"71479",7.69972222,-76.5,50.71286672,16.47566779,32.81146549,-0.435401647928618,-1.12429504675687
"103",103,"71481",10.93972222,-73.66,10.63362069,24.42241379,64.94396552,1.80950408428198,0.831480563701603
"104",104,"71482",3.59972222,-76.25,17.98487043,43.61351073,38.40161884,0.758568743212066,0.88583610869612
"105",105,"71483",0.94,-69.94972222,1.9643209,1.955401125,96.08027798,3.89003748335742,-0.00455123620498458
"106",106,"71484",2.29972222,-76.59972222,9.050572924,34.94790874,56.00151833,1.82255074117591,1.35103056889681
"107",107,"71485",2.59972222,-75.3,6.343838369,7.90953611,85.74662552,2.60391272650157,0.220585127808411
"110",110,"71490",6.38,-70.54,20.62442279,55.30846161,24.06711561,0.154370465322072,0.986449963772341
"111",111,"71491",4.59972222,-75.69972222,29.20110162,36.3149522,34.48394619,0.166287452637706,0.218023127521837
"112",112,"71492",3.29972222,-73.94972222,1.931307832,10.06209581,88.00659636,3.81921436371758,1.65057806739988
"115",115,"71495",6.21972222,-72.79,8.51749253,32.96501494,58.51749253,1.9272037336131,1.35332485223841
"116",116,"71496",2.79972222,-75.3,23.28480672,22.73728327,53.97791001,0.840773813204665,-0.0237950638090354
"119",119,"71499",1.37,-70.87,12.45234877,12.34114971,75.20650152,1.79832842225937,-0.00897007783711354
"120",120,"71500",0.97,-70.88972222,20.01923125,20.00657913,59.97418963,1.09722092278898,-0.000632198089246845
"121",121,"71501",10.94972222,-73.65,13.67269508,26.94175212,59.3855528,1.46865019373756,0.678276422535943
"123",123,"71667",-2.44,-72.19,30.1186716,39.86654724,30.01478116,-0.00345533271737306,0.280392258818317
"125",125,"71711",3.09972222,-76.19972222,6.222789643,35.08165013,58.69556023,2.24414578718411,1.72945990358514
"126",126,"71712",4.82972222,-68.33,1.999319962,4.001252769,93.99942727,3.85048158563872,0.693800400595058
"128",128,"IGAC-AMA-PA-001",-4.157500002,-69.94833333,25.75255962,50.15759564,24.08984474,-0.0667436532799824,0.666635936475932
"131",131,"IGAC-AMA-PA-004",-3.797499982,-70.30611114,54.54777404,26.51822333,18.93400263,-1.05811751897007,-0.721244736096573
"132",132,"IGAC-AMA-PA-007",-3.802777754,-70.6177778,34.03722775,52.01409796,13.94867429,-0.892070388660313,0.424059937015028
"135",135,"IGAC-AMA-PA-012",-3.934166668,-70.12250001,59.50752659,14.71968209,25.77279133,-0.836783466028679,-1.39691728594163
"136",136,"IGAC-AMA-PA-013",-4.019722189,-70.15611113,44.93990514,43.99024522,11.06984964,-1.40110099196806,-0.0213582461467065
"137",137,"IGAC-AMA-PA-014",-3.979444462,-70.06111115,29.09837999,16.08968588,54.81193413,0.633225444158034,-0.59250406405223
"138",138,"IGAC-AMA-PA-015",-3.798611117,-69.89861112,24.37355926,22.06947517,53.55696557,0.787246956583387,-0.0993034681137409
"141",141,"IGAC-AMA-PA-018",-4.144166676,-69.94805556,33.59968026,41.75639967,24.64392008,-0.309986330685422,0.217336174206372
"142",142,"IGAC-AMA-PA-019",-4.133055567,-69.95166668,11.26138218,32.66766841,56.07094941,1.60523847606613,1.06500648863416
"144",144,"IGAC-AMA-PA-021",-2.75138891,-69.8177778,41.07075764,46,12.92924236,-1.15580477977425,0.113345021162172
"145",145,"IGAC-AMA-PA-022",-3.06222224,-70.00138889,23.68910246,44.24664807,32.06424947,0.302726555228009,0.624764488173396
"146",146,"IGAC-AMA-PA-023",-3.059166691,-70.07277778,25.20957478,38.52296081,36.26746441,0.363697168169722,0.424030574261044
"148",148,"IGAC-AMA-PA-025",-3.188333317,-70.29333334,58.25296269,22.7849098,18.96212751,-1.12235125180851,-0.93869648682008
"149",149,"IGAC-AMA-PA-026",-3.195833343,-70.29361112,40.17900162,47.33434013,12.48665825,-1.16868377709738,0.163891527666389
"151",151,"IGAC-AMA-PA-030",-2.642499982,-70.06944445,16.71107578,50.461404,32.82752022,0.675195474749267,1.10513704689629
"152",152,"IGAC-AMA-PA-031",-2.582222227,-70.03666666,43.22115555,38.82106987,17.95777458,-0.878306941788881,-0.107366950061817
"154",154,"IGAC-AMA-PA-033",-2.599444449,-70.22027779,19.9370339,51.90962226,28.15334384,0.345087131816664,0.956925170772021
"156",156,"IGAC-AMA-PA-035",-2.748055558,-70.01833334,13.6406123,49.55438937,36.80499833,0.992582118699284,1.29001930007745
"157",157,"IGAC-AMA-PA-036",-4.007777776,-69.9577778,37.155226,14.57938558,48.26538842,0.261610273704008,-0.935495849814662
"158",158,"IGAC-AMA-PA-037",-4.044166668,-69.97416665,20.70827432,38.78506495,40.50666073,0.670933077052968,0.627501902551716
"160",160,"IGAC-AMA-PA-039",-3.852222186,-70.21305556,16.85023367,32.91743796,50.23232837,1.09229428650044,0.669638022176804
"162",162,"IGAC-AMA-PA-041",-2.103055564,-71.94722222,68.98886873,24.6782617,6.332869563,-2.38819170790735,-1.02802240582253
"166",166,"IGAC-AMA-PA-046",-2.154444445,-71.7675,81.79177039,8.145542958,10.06268665,-2.09534244042734,-2.30670573072595
"167",167,"IGAC-AMA-PA-047",-2.233333335,-71.86305555,33.82057462,53.43233731,12.74708807,-0.975766475010678,0.457346796422834
"168",168,"IGAC-AMA-PA-048",-2.230555555,-71.85333335,11.27391024,38.92439056,49.80169921,1.4855578761853,1.2391298328757
"169",169,"IGAC-AMA-PA-049",-2.208888882,-71.67444445,46.12457723,46.57170401,7.303718753,-1.84296229990932,0.00964721004562994
"170",170,"IGAC-AMA-PA-051",-2.215,-71.67888889,44.28845677,41.48646943,14.2250738,-1.13571790552285,-0.0653567373275552
"171",171,"IGAC-AMA-PA-052",-2.178055539,-71.51750002,43.27624855,48.16454473,8.559206726,-1.62059643851393,0.107019211688544
"172",172,"IGAC-AMA-PA-053",-2.167222243,-72.01861111,28.00723466,56.3494113,15.64335403,-0.582416693343294,0.699108935711302
"173",173,"IGAC-AMA-PA-054",-2.174999965,-71.70388887,6.896630831,30.13011463,62.97325454,2.2116770981508,1.47449215065797
"175",175,"IGAC-AMA-PA-056",-2.200833311,-70.88138889,42.96953167,35.78145903,21.2490093,-0.704181025621053,-0.183061443670195
"176",176,"IGAC-AMA-PA-057",-2.208333319,-70.88000002,44.20300773,40.82250653,14.97448573,-1.08244503344988,-0.0795592750034039
"177",177,"IGAC-AMA-PA-058",-2.19444443,-70.81194443,24.98283435,60.52497637,14.49218928,-0.5445791290859,0.884867149374254
"178",178,"IGAC-AMA-PA-059",-2.193611099,-70.80388887,25.49798175,60.16529069,14.33672755,-0.575774697167928,0.858496317451771
"180",180,"IGAC-AMA-PA-061",-2.240833332,-70.74583337,48.65153774,39.08253952,12.26592274,-1.37785850788241,-0.219007608691379
"181",181,"IGAC-AMA-PA-062",-2.263611113,-70.775,42.05489026,47.96510745,9.980002292,-1.43839235598831,0.131498142471552
"182",182,"IGAC-AMA-PA-063",-2.256944464,-70.76916668,28.85344803,51.35279889,19.79375308,-0.376863114674424,0.576489939439636
"183",183,"IGAC-AMA-PA-064",-2.166666671,-70.7527778,65.88905311,32.11094689,2,-3.49482513349306,-0.718775317442117
"184",184,"IGAC-AMA-PA-065",-2.167222225,-70.76000002,43.62720369,54.19892296,2.17387335,-2.99917036329844,0.216980143030705
"186",186,"IGAC-AMA-PA-068",-2.263333337,-70.71555556,33.11065274,16.47252017,50.41682709,0.420469924537647,-0.69816151738044
"187",187,"IGAC-AMA-PA-069",-2.187499977,-70.73805556,31.48726672,19.33181752,49.18091576,0.4459224241951,-0.487830918330443
"188",188,"IGAC-AMA-PA-070",-2.197222254,-70.73944446,41.39721537,56.92786989,1.674914738,-3.20745135568003,0.31857140898736
"189",189,"IGAC-AMA-PA-071",-2.235277778,-70.90277778,41.81666182,31.33254992,26.85078827,-0.442999689430859,-0.288637377505431
"191",191,"IGAC-AMA-PA-073",-2.866666665,-69.81750001,39.01228548,54.73944056,6.248273963,-1.8315713491439,0.338707874780081
"192",192,"IGAC-AMA-PA-074",-2.937499966,-69.84388889,27.68451193,31.64995865,40.66552942,0.384507669874822,0.133863721394911
"194",194,"IGAC-AMA-PA-076",-2.886111121,-69.81361112,54.44828815,34.07951443,11.47219742,-1.55732491738441,-0.468554956036351
"197",197,"IGAC-AMA-PA-079",-2.924999971,-69.7713889,3.887061889,28.88183192,67.23110619,2.85048245636966,2.00555917035467
"200",200,"IGAC-AMA-PA-082",-1.299166666,-69.61388892,4,6.766025641,89.23397436,3.10496748442562,0.525619498915158
"201",201,"IGAC-AMA-PA-084",-1.292222231,-69.62055557,2,11.80496454,86.19503546,3.76346540217968,1.77537298616108
"204",204,"IGAC-AMA-PA-087",-1.329444446,-69.60027778,4,3.742907801,92.2570922,3.13828479906242,-0.0664315648814243
"205",205,"IGAC-AMA-PA-088",-1.337777766,-69.59861115,9.703192414,25.72361649,64.5731911,1.89534437999257,0.974954553307572
"208",208,"IGAC-AMA-PA-091",-1.174166661,-70.20083335,25.91938,52.39159477,21.68902523,-0.178184568602629,0.703755221863137
"209",209,"IGAC-AMA-PA-092",-1.174166669,-70.11722221,32.94162778,38.11526727,28.94310495,-0.129405135376079,0.145877777572159
"210",210,"IGAC-AMA-PA-093",-1.304166671,-70.1647222,9.493920363,5.422378853,85.08370078,2.19298385508124,-0.560117010024632
"211",211,"IGAC-AMA-PA-094",-1.146388902,-70.16555556,7.727647706,5.542573937,86.72977836,2.41799278000259,-0.332345506745016
"213",213,"IGAC-AMA-PA-096",-0.901666681,-70.25666667,54.58701858,30.63765316,14.77532827,-1.30683731855657,-0.577566351593474
"214",214,"IGAC-AMA-PA-098",-0.546111085,-70.32444443,60.02562142,16.42038999,23.5539886,-0.935476321315095,-1.29624764008436
"215",215,"IGAC-AMA-PA-099",-1.091111107,-71.35138888,5.230384767,7.392197064,87.37741817,2.81575203134958,0.345940148488134
"217",217,"IGAC-AMA-PA-101",-1.041388888,-71.41805558,20.3442389,17.7968439,61.85891721,1.11205849215308,-0.133776638482747
"220",220,"IGAC-AMA-PA-104",-1.043333346,-71.18944444,34.9560984,15.96791181,49.07598979,0.339276966155526,-0.783511746095708
"223",223,"IGAC-AMA-PA-107",-1.295833324,-70.97555557,26.34136769,54.26377727,19.39485504,-0.306132792643875,0.722716299655863
"224",224,"IGAC-AMA-PA-108",-1.221388885,-70.8513889,14.59617181,32.80608518,52.597743,1.28191392053973,0.809854732425095
"225",225,"IGAC-AMA-PA-109",-1.229722242,-70.85500003,41.83951915,48.70657581,9.453905041,-1.48741343909907,0.151972720772812
"226",226,"IGAC-AMA-PA-110",-1.406111118,-70.91027779,45.65445603,23.84633722,30.49920675,-0.403400540123145,-0.649470585342515
"227",227,"IGAC-AMA-PA-111",-1.398055557,-70.91111115,12.38896763,20.61746963,66.99356274,1.68779016693916,0.509332387375287
"228",228,"IGAC-AMA-PA-112",-1.392222239,-70.87722222,13.00832745,45.14744459,41.84422796,1.16836413986151,1.24434395457403
"229",229,"IGAC-AMA-PA-113",-1.336666649,-70.79472225,15.36054431,20.68887486,63.95058082,1.42630844645112,0.297793945477826
"230",230,"IGAC-AMA-PA-114",-1.267777769,-70.86777777,35.28185943,58.89444883,5.823691743,-1.80143455393123,0.512377904165851
"231",231,"IGAC-AMA-PA-115",-1.262222228,-70.8738889,11.40203453,56.64643053,31.95153495,1.0304284149022,1.60303716928881
"232",232,"IGAC-AMA-PA-116",-1.444166692,-70.24416667,22.55164588,27.95148782,49.4968663,0.786101309188162,0.214662378357359
"233",233,"IGAC-AMA-PA-117",-1.218169017,-69.98859465,49.07123993,34.17560891,16.75315116,-1.07468674884618,-0.361760918516777
"234",234,"IGAC-AMA-PA-118",-1.516388886,-69.98944447,67.44998541,23.42207275,9.127941843,-2.00004612508108,-1.05770750867611
"235",235,"IGAC-AMA-PA-119",-1.599722236,-70.02666667,43.56968153,43.2819517,13.14836677,-1.19806397980513,-0.00662580246197686
"236",236,"IGAC-AMA-PA-120",-1.606111117,-70.01972222,28.51518292,54.0953521,17.38946497,-0.494572118096892,0.640311589580553
"237",237,"IGAC-AMA-PA-121",-1.568055562,-70.06138888,12.14762678,42.88511495,44.96725827,1.30880080698651,1.26139097090435
"239",239,"IGAC-AMA-PA-123",-1.265833312,-69.71944446,33.26654713,13.22548222,53.50797065,0.4752783255608,-0.922406861516742
"240",240,"IGAC-AMA-PA-124",-1.273055561,-69.71694446,18.14524673,13.94041963,67.91433364,1.31983847329206,-0.263616130796098
"241",241,"IGAC-AMA-PA-125",-1.287777753,-69.71333335,17.61434635,26.92931574,55.45633791,1.14688230328789,0.42450179413704
"242",242,"IGAC-AMA-PA-126",-1.280000023,-69.71638888,7.569182739,8.883438474,83.54737879,2.40132878047971,0.160103596476807
"243",243,"IGAC-AMA-PA-127",-1.440019106,-69.45327523,15.95540534,60.20142653,23.84316813,0.401700060117304,1.32789838393601
"245",245,"IGAC-AMA-PA-129",-1.516200861,-69.49187228,30,24,46,0.42744401482694,-0.22314355131421
"246",246,"IGAC-AMA-PA-130",-1.250277779,-72.47444443,40.71849733,53.53884974,5.742652927,-1.95876118309417,0.273725084680958
"247",247,"IGAC-AMA-PA-131",-1.248333026,-69.46722201,14.92242087,52.92316262,32.15441651,0.767684974939346,1.26597626142792
"248",248,"IGAC-AMA-PA-132",-1.267500028,-72.45194446,37.98116957,49.38639713,12.63243329,-1.10082292192875,0.262584525258522
"249",249,"IGAC-AMA-PA-133",-1.332500029,-69.62805558,38.00187062,34.177526,27.82060337,-0.311858510743079,-0.106067091798768
"250",250,"IGAC-AMA-PA-134",-1.325277763,-69.56250002,26.80238934,38.07504198,35.12256868,0.270352868163027,0.351067963320954
"251",251,"IGAC-AMA-PA-135",-0.635555529,-72.41166667,1.782600775,4.217399225,94,3.9652213747974,0.861145233192649
"252",252,"IGAC-AMA-PA-136",-0.658888883,-72.37277777,26.65707139,18.43893014,54.90399846,0.722531719178387,-0.368590260371853
"253",253,"IGAC-AMA-PA-137",-0.685693721,-72.26303612,9.301673428,15.44984159,75.24848499,2.09060144793621,0.507404427749913
"254",254,"IGAC-AMA-PA-138",-0.629722238,-72.28194443,27.25326105,35.65828078,37.08845816,0.308132634894053,0.268808214322578
"256",256,"IGAC-AMA-PA-140",-0.526388887,-72.17472222,7.013971647,0.902345796,92.08368256,2.57479364729752,-2.0506615758977
"257",257,"IGAC-AMA-PA-141",-0.534166671,-72.17333335,2.211800781,3.991174967,93.79702425,3.74732611433018,0.590278648731387
"258",258,"IGAC-AMA-PA-142",-0.516666655,-72.12888889,42.05643923,32.73774715,25.20581362,-0.511937840277753,-0.250483748142823
"259",259,"IGAC-AMA-PA-143",-0.589166681,-72.42805555,2,6,92,3.8286413964891,1.09861228866811
"260",260,"IGAC-AMA-PA-144",-0.599722245,-72.42194446,9.433083981,9.092475328,81.47444069,2.15606627737273,-0.0367758980920021
"261",261,"IGAC-AMA-PA-145",-0.648888909,-72.08277778,20.34515708,11.59102745,68.06381548,1.20760282579648,-0.56261159911925
"264",264,"IGAC-AMA-PA-148",-1.359022914,-72.84211588,31.58819451,27.64752191,40.76428359,0.255022836481464,-0.133247358890717
"265",265,"IGAC-AMA-PA-149",-1.381666675,-69.86722224,3.976227717,59.64398177,36.37979051,2.21367985464805,2.70805969104015
"266",266,"IGAC-AMA-PA-150",-1.309916311,-72.86250828,13.74919683,24.50160634,61.74919683,1.502100558579,0.577758270256481
"267",267,"IGAC-AMA-PA-151",-1.576111034,-72.71250001,2,10.3553796,87.6446204,3.78014305299674,1.64435897223472
"268",268,"IGAC-AMA-PA-152",-1.583330002,-72.70472001,9.302966057,31.63997091,59.05706304,1.8481708664957,1.22408794332143
"269",269,"IGAC-AMA-PA-153",-1.85416667,-72.37194444,25.81414581,35.92795462,38.25789957,0.393427434772775,0.330593043820559
"270",270,"IGAC-AMA-PA-154",-1.684722229,-72.51472224,48.71599305,41.40551092,9.878496035,-1.59564709856674,-0.162593389579206
"271",271,"IGAC-AMA-PA-155",-1.783333334,-72.44972223,11.72432023,34.31617138,53.95950839,1.52656858412828,1.0739513753378
"273",273,"IGAC-AMA-PA-157",-1.469166016,-72.81194001,2.064815014,34.51904697,63.41613801,3.42467773099489,2.81647061697855
"274",274,"IGAC-AMA-PA-158",-1.443098029,-72.79553949,25.4499091,11.87404355,62.67604735,0.901267183433546,-0.762357367761884
"275",275,"IGAC-AMA-PA-159",-1.00444401,-74.17777702,41.0459099,24.72910137,34.22498873,-0.181735152023319,-0.506710450679811
"278",278,"IGAC-AMA-PA-165",-2.138611108,-73.04305559,31.2972165,25.23595305,43.46683044,0.32846896472959,-0.215259477809804
"280",280,"IGAC-AMA-PA-167",-1.841388891,-70.12583335,37.9883559,26.81826952,35.19337458,-0.0764218463558986,-0.348196335311455
"281",281,"IGAC-AMA-PA-168",-1.649166659,-70.23111113,28.93270999,37.21272293,33.85456708,0.157101122738155,0.251677928411179
"283",283,"IGAC-AMA-PA-170",-0.6208333,-72.90861111,46.09597109,15.65100308,38.25302583,-0.186502887362146,-1.08019054167171
"284",284,"IGAC-AMA-PA-171",-0.538333301,-73.00805561,24.94374217,62.18304131,12.87321652,-0.661474061672373,0.913459338912214
"285",285,"IGAC-AMA-PA-172",-0.640277802,-73.18500002,4.670520429,0.800722914,94.52875666,3.00763358511818,-1.76351082322439
"286",286,"IGAC-AMA-PA-173",-0.587777813,-73.0463889,20.20995327,35.46849671,44.32155001,0.785295795786118,0.562469666683235
"287",287,"IGAC-AMA-PA-174",-0.637500032,-73.0555556,46.78866154,34.56383664,18.64750182,-0.919928712336608,-0.302832947120841
"288",288,"IGAC-AMA-PA-175",-0.508055629,-73.6119444,26.2825381,24.14881843,49.56864347,0.634453677610298,-0.0846693154929293
"289",289,"IGAC-ANT-A-1",8.498453375,-76.80915703,6.36713822,5.903443771,87.72941801,2.62310717263131,-0.0756142389793893
"290",290,"IGAC-ANT-A-101",7.68278998,-76.67838998,17.0261194,10.61567164,72.35820896,1.44688030818297,-0.472417234360365
"291",291,"IGAC-ANT-A-103",7.270995795,-76.44349754,7.832703784,7.845221325,84.32207489,2.3763359305672,0.00159683677180903
"292",292,"IGAC-ANT-A-104",7.515035888,-76.58892047,19.79855607,23.92859395,56.27284998,1.04460317118173,0.189465134119693
"293",293,"IGAC-ANT-A-105",7.137909137,-76.40029578,47.18689172,19.4578162,33.35529208,-0.346899693392892,-0.885867285701775
"295",295,"IGAC-ANT-A-107",6.544150009,-75.22345001,30.29249161,18.53330636,51.17420204,0.524335658498621,-0.491330422965572
"297",297,"IGAC-ANT-A-109",7.232616209,-76.47044949,37.431739,22.02291381,40.54534719,0.0799020505420402,-0.530435532742528
"298",298,"IGAC-ANT-A-11",7.868019411,-77.04068463,19.31552794,44.26239237,36.4220797,0.634265847003655,0.829226056900126
"299",299,"IGAC-ANT-A-112",7.625224903,-76.95531677,30.66992188,33.33984375,35.99023438,0.159965203425807,0.0834707597405064
"300",300,"IGAC-ANT-A-114",7.590509985,-74.79081001,28.20733249,9.173130337,62.61953717,0.797495363260541,-1.12330336632987
"301",301,"IGAC-ANT-A-115",8.03204367,-75.20004613,29.20325026,24.02123603,46.77551371,0.471079841322328,-0.195341739657752
"304",304,"IGAC-ANT-A-118",7.093974217,-73.95342119,15.60939936,34.28005203,50.11054861,1.16635828113759,0.786690355634795
